show_id,type,title,director,main_actor,country,date_added,release_year,rating,duration,genre,description
3090,Movie,Hot Gimmick: Girl Meets Boy,Yuki Yamato,Miona Hori,Japan,"December 28, 2019",2019,TV-MA,120 min,Dramas,"A quiet teen's life is shaken up when she's forced to be her arrogant neighbor's slave. He loves her, but they both have a lot to learn about trust."
3091,Movie,Blitz Patrollie,Andrew Wessels,Joey Rasdien,South Africa,"December 27, 2019",2013,TV-MA,102 min,Action & Adventure,"Caught between family pressures and small-time crime-fighting, a pair of bumbling cops tries to bust a massive drug deal and go down in history."
3092,Movie,"El Pepe, a Supreme Life",Emir Kusturica,José Mujica,"Argentina, Uruguay, Serbia","December 27, 2019",2018,TV-14,73 min,Documentaries,"In this intimate documentary, former Uruguayan President José ""Pepe"" Mujica talks about lessons he learned while in prison, his ideals and the future."
3093,TV Show,Kevin Hart: Don’t F**k This Up,Unspecified,Unknown,United States,"December 27, 2019",2019,TV-MA,1 Season,Docuseries,"Amid turmoil in his career and marriage, comedian and film star Kevin Hart opens up about his personal breakthroughs as he navigates crises and fame."
3094,Movie,The Vendor,Odunlade Adekola,Odunlade Adekola,United States,"December 27, 2019",2018,TV-MA,103 min,Comedies,A newspaper seller bemoans his lack of success but is undermined by his own laziness when he gets a better job as a driver and finds his rich father.
3095,Movie,The App,Elisa Fuksas,Vincenzo Crea,Italy,"December 26, 2019",2019,TV-MA,79 min,Dramas,"While in Rome to shoot his first movie, actor and industrial heir Nick becomes obsessed with a dating app that sends him into a self-destructive spiral."
3096,TV Show,The Bonfire of Destiny,Unspecified,Audrey Fleurot,France,"December 26, 2019",2019,TV-MA,1 Season,International TV Shows,"After a devastating fire in 1897 Paris, three women find their lives upended by betrayals, deceptions and romantic turmoil. Inspired by real events."
3097,TV Show,You,Lee Toland Krieger,Penn Badgley,United States,"December 26, 2019",2019,TV-MA,2 Seasons,Crime TV Shows,"Obsessed with an aspiring writer, a charming bookstore manager goes to extreme measures to insert himself into her life."
3098,Movie,Doom: Annihilation,Tony Giglio,Amy Manson,United States,"December 25, 2019",2019,R,97 min,Action & Adventure,"When a swarm of soul-stealing demons invades a Martian moon, a group of elite space Marines must obliterate the beasts to save Earth."
3099,Movie,Fireworks,Akiyuki Shinbo,Yuki Kaji,Japan,"December 25, 2019",2017,TV-PG,91 min,Anime Features,"Middle schooler Nazuna desperately wants to run away with her classmate Norimichi, who somehow turns back time on this fateful summer's day."
3100,Movie,Grand-Daddy Day Care,Ron Oliver,Danny Trejo,United States,"December 25, 2019",2019,PG-13,96 min,Children & Family Movies,A frustrated novelist with money problems opens an unsanctioned senior center at his house to make quick cash and occupy his cumbersome father-in-law.
3101,Movie,Jarhead: Law of Return,Don Michael Paul,Amaury Nolasco,"Israel, United States","December 25, 2019",2019,R,103 min,Action & Adventure,"When a U.S. senator’s son is held captive by Hezbollah militiamen, a group of highly trained soldiers ventures into enemy territory to bring him home."
3102,Movie,MFKZ,Shojiro Nishimi,Kenn Michael,"France, Japan","December 25, 2019",2017,R,95 min,Action & Adventure,Mysterious goons chase teenage slacker Angelino through chaotic Dark Meat City as he uncovers secret powers that could be the key to saving the world.
3103,Movie,Sweetheart,J.D. Dillard,Kiersey Clemons,United States,"December 25, 2019",2019,PG-13,83 min,Horror Movies,A woman shipwrecked on a remote island discovers she’s not alone and begins a fight for survival against a deadly presence that emerges each night.
3104,TV Show,CAROLE & TUESDAY,Unspecified,Miyuri Shimabukuro,Japan,"December 24, 2019",2019,TV-MA,2 Seasons,Anime Series,"Part-timer Carole meets rich girl Tuesday, and each realizes they've found the musical partner they need. Together, they just might make it."
3105,Movie,Como caído del cielo,Pepe Bojórquez,Omar Chaparro,Mexico,"December 24, 2019",2019,TV-14,117 min,Comedies,"To earn his place in heaven, legendary Mexican actor-singer Pedro Infante is sent back to Earth in an impersonator's body to mend his womanizing ways."
3106,Movie,John Mulaney & The Sack Lunch Bunch,Rhys Thomas,John Mulaney,United States,"December 24, 2019",2019,TV-PG,70 min,Children & Family Movies,"John Mulaney and his kid pals tackle existential topics for all ages with catchy songs, comedy sketches and special guests in a nostalgic variety special."
3107,TV Show,Lost in Space,Unspecified,Molly Parker,United States,"December 24, 2019",2019,TV-PG,2 Seasons,TV Action & Adventure,"After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers."
3108,Movie,Jacob's Ladder,David M. Rosenthal,Michael Ealy,United States,"December 22, 2019",2019,R,90 min,Thrillers,"After being reunited with a brother he thought was killed in combat, a former army medic begins to experience violent, paranoid visions."
3109,TV Show,Private Practice,Unspecified,Kate Walsh,United States,"December 22, 2019",2012,TV-14,6 Seasons,TV Comedies,"At Oceanside Wellness Center, Dr. Addison Montgomery deals with competing personalities in the new world of holistic medicine."
3110,Movie,Back of the Net,Louise Alston,Sofia Wylie,Australia,"December 21, 2019",2019,TV-Y,86 min,Children & Family Movies,An American science geek ready to spend a summer at sea accidentally ends up at an Australian soccer academy and is forced to kick it with the locals.
3111,Movie,Lost in London,Sunkanmi Adebayo,Ime Bishop Umoh,Nigeria,"December 21, 2019",2017,TV-PG,86 min,Comedies,"Nigerian students Okon and Bona experience culture shock – several shocks, really – after being selected for an exchange program in London."
3112,TV Show,Agent,Unspecified,Khumbulani Kay Sibiya,"Mauritius, South Africa","December 20, 2019",2019,TV-MA,1 Season,International TV Shows,"A former footballer tries to make it as a player agent in the world of African soccer, but a secret from his past threatens to destroy everything."
3113,Movie,Being Mrs Elliot,Omoni Oboli,Omoni Oboli,Nigeria,"December 20, 2019",2014,TV-14,113 min,Dramas,"When a scorned wife from the city shares a cab with a troubled villager, a fiery accident forces them to live out each other's lives."
3114,Movie,Falz Experience,Falz,Falz,United States,"December 20, 2019",2018,TV-MA,82 min,International Movies,"Playing multiple characters, from lawyer to preacher, Nigerian artist Falz combines cinema with a concert after his successful 2017 end-of-year show."
3115,Movie,Iyore,Frank Rajah Arase,Rita Dominic,Nigeria,"December 20, 2019",2015,TV-PG,141 min,Dramas,A tragic romance unfolds during a teacher's lessons on the Benin empire after they begin to mirror her love life when her childhood love reappears.
3116,Movie,The First Lady,Omoni Oboli,Omoni Oboli,United States,"December 20, 2019",2015,TV-MA,107 min,Dramas,"Dreaming of a better life, an imperiled prostitute crosses paths with a wealthy company heir who’s been transformed into a child by his evil uncle."
3117,Movie,The Two Popes,Fernando Meirelles,Anthony Hopkins,"United Kingdom, Italy","December 20, 2019",2019,PG-13,126 min,Dramas,"At a key turning point for the Catholic Church, Pope Benedict XVI forms a surprising friendship with the future Pope Francis. Inspired by true events."
3118,TV Show,The Witcher,Unspecified,Henry Cavill,"United States, Poland","December 20, 2019",2019,TV-MA,1 Season,International TV Shows,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts."
3119,Movie,After the Raid,Rodrigo Reyes,Unknown,"United States, Mexico","December 19, 2019",2019,TV-PG,25 min,Documentaries,A large immigration raid in a small town leaves emotional fallout and hard questions for its churchgoers about what it means to love thy neighbor.
3120,TV Show,Twice Upon A Time,Unspecified,Gaspard Ulliel,France,"December 19, 2019",2019,TV-MA,1 Season,International TV Shows,"Months after a crushing breakup, a man receives a mysterious package that opens a portal to the past – and gives him a chance to win back his ex."
3121,TV Show,Ultraviolet,Unspecified,Marta Nieradkiewicz,Poland,"December 19, 2019",2019,TV-MA,2 Seasons,Crime TV Shows,An online community of amateur sleuths use technology to solve crimes – and make quirky friends – in their quest for justice.
3122,TV Show,Don't F**k with Cats: Hunting an Internet Killer,Mark Lewis,Unknown,"United Kingdom, United States","December 18, 2019",2019,TV-MA,1 Season,Crime TV Shows,A twisted criminal's gruesome videos drive a group of amateur online sleuths to launch a risky manhunt that pulls them into a dark underworld.
3123,TV Show,Soundtrack,Unspecified,Paul James,United States,"December 18, 2019",2019,TV-MA,1 Season,Romantic TV Shows,"Love, loss and transformative luck intersect in this musical drama about two struggling artists experiencing life at full volume in Los Angeles."
3124,Movie,Ronny Chieng: Asian Comedian Destroys America!,Sebastian DiNatale,Ronny Chieng,United States,"December 17, 2019",2019,TV-MA,63 min,Stand-Up Comedy,"Ronny Chieng (""The Daily Show,"" ""Crazy Rich Asians"") takes center stage in this stand-up special and riffs on modern American life and more."
3125,Movie,"Sincerely Yours, Dhaka",Nuhash Humayun,Mostafizur Noor Imran,Bangladesh,"December 16, 2019",2018,TV-MA,136 min,Comedies,Eleven emerging Bangladeshi filmmakers present a collection of gritty shorts centered on the capital city and the people living in its margins.
3126,Movie,The Danish Girl,Tom Hooper,Eddie Redmayne,"United Kingdom, United States, Germany, Denmark, Belgium, Japan","December 16, 2019",2015,R,120 min,Dramas,"In 1920s Denmark, married artists embark on a journey of unconditional love when the husband announces his intentions to live life as a woman."
3127,Movie,Bangistan,Karan Anshuman,Riteish Deshmukh,India,"December 15, 2019",2015,TV-14,134 min,Comedies,"Sent on the same deadly international mission by their rival religious factions, two men's madcap antics along the way take them hilariously off course."
3128,TV Show,Cinderella and the Four Knights,Unspecified,Jung Il-woo,South Korea,"December 15, 2019",2016,TV-PG,1 Season,International TV Shows,"Catching the eye of a wealthy gentleman, spunky Ha-won gets hired to live with his three immature grandsons so she can whip them into shape."
3129,TV Show,Cocomong,Unspecified,Jung Sun-hye,United States,"December 15, 2019",2015,TV-Y,2 Seasons,Kids' TV,"What's in your fridge? In sunny Refrigerator Land, everyday ingredients transform into animal friends who love a good adventure."
3130,TV Show,Crash Landing on You,Unspecified,Hyun Bin,South Korea,"December 15, 2019",2019,TV-14,1 Season,International TV Shows,"A paragliding mishap drops a South Korean heiress in North Korea – and into the life of an army officer, who decides he will help her hide."
3131,TV Show,"Crazy, Lovely, Cool",Obi Emelonye,Enyinna Nwigwe,Nigeria,"December 15, 2019",2018,TV-MA,1 Season,International TV Shows,"For a group of charismatic undergraduates, the jolting revelations from a campus blog turn surviving university life into a serious matter."
3132,Movie,Dil Chahta Hai,Farhan Akhtar,Aamir Khan,India,"December 15, 2019",2001,TV-14,185 min,Comedies,"Inseparable childhood friends Akash, Sameer and Siddharth are just out of college. Nothing comes between them – until they each fall in love."
3133,Movie,Dil Dhadakne Do,Zoya Akhtar,Anil Kapoor,India,"December 15, 2019",2015,TV-MA,174 min,Comedies,"While hosting a shipboard holiday for relatives and friends, a wealthy but dysfunctional family must face the ugly truths under their flawless facade."
3134,Movie,Don,Farhan Akhtar,Shah Rukh Khan,India,"December 15, 2019",2006,TV-14,169 min,Action & Adventure,"A ruthless crime boss and drug lord is nabbed and held captive by the authorities, who send his naïve look-alike to infiltrate the man's gang."
3135,Movie,Don 2,Farhan Akhtar,Shah Rukh Khan,"India, Germany","December 15, 2019",2011,TV-14,148 min,Action & Adventure,"With Asia under his complete control, criminal mastermind Don turns to Europe, battling the mob bosses of each nation along the way."
3136,Movie,Fukrey,Mrighdeep Singh Lamba,Pulkit Samrat,India,"December 15, 2019",2013,TV-14,135 min,Action & Adventure,Four young male friends tackle the challenges and unexpected catastrophes of growing up clueless in this music-packed Bollywood teen drama.
3137,Movie,Game,Abhinay Deo,Abhishek Bachchan,India,"December 15, 2019",2011,TV-14,135 min,International Movies,"A tycoon accuses three strangers of killing his daughter but mysteriously dies before he can expose them, sparking a tangled hunt for the real culprit."
3138,TV Show,Girls und Panzer,Tsutomu Mizushima,Mai Fuchigami,Japan,"December 15, 2019",2012,TV-PG,1 Season,Anime Series,Miho Nishizumi tries to escape her family's tradition of tankery by enrolling at a new high school. Instead she gets back into the sport with friends.
3139,Movie,Holy Expectations,Fernando Ayllón,Adriana Botina,United States,"December 15, 2019",2019,TV-14,89 min,Children & Family Movies,"With a short life expectancy, a young girl uses faith and her vivid imagination to navigate adversity and create a story that impacts all around her."
3140,Movie,Honeymoon Travels Pvt. Ltd.,Reema Kagti,Shabana Azmi,India,"December 15, 2019",2007,TV-14,119 min,Comedies,This offbeat comedy-drama follows six quirky newlywed couples as they set off on a bus from Mumbai to Goa on their honeymoons.
3141,Movie,Isoken,Jadesola Osiberu,Dakore Akande,Nigeria,"December 15, 2019",2017,TV-14,98 min,Comedies,"Single at 34, Isoken is maneuvered by her mother toward a relationship with a black entrepreneur but finds herself drawn to a white photojournalist."
3142,Movie,Karthik Calling Karthik,Vijay Lalwani,Farhan Akhtar,India,"December 15, 2019",2010,TV-14,135 min,Dramas,"Unlucky in love and bullied at work, an office drone is resigned to his dead-end life until it’s transformed by mysterious calls from … himself."
3143,Movie,Lakshya,Farhan Akhtar,Amitabh Bachchan,India,"December 15, 2019",2004,TV-PG,185 min,Action & Adventure,"After dropping out of the army, a spoiled teenager reenlists and proves his mettle by becoming an officer just as war breaks out."
3144,Movie,Luck by Chance,Zoya Akhtar,Farhan Akhtar,India,"December 15, 2019",2009,TV-14,156 min,Dramas,"When Vikram gets tapped to play the male lead in a Bollywood film, he can't believe his luck. But it may ruin his relationship with his girlfriend."
3145,Movie,Potato Potahto,Shirley Frimpong-Manso,O.C. Ukeje,Ghana,"December 15, 2019",2017,TV-MA,104 min,Comedies,A divorced couple decides to continue sharing a home but their already-delicate cohabiting scheme unravels when they begin dating other people.
3146,Movie,Rock On!!,Abhishek Kapoor,Farhan Akhtar,India,"December 15, 2019",2008,TV-14,139 min,Dramas,"Four friends hoped that their rock band would be a hit. After breaking up, the band members reunite and take another shot at fulfilling their dream."
3147,TV Show,Scooby-Doo!: Mystery Incorporated,Unspecified,Frank Welker,United States,"December 15, 2019",2012,TV-Y7,2 Seasons,Kids' TV,"In this animated update of the cartoon classic, Scooby-Doo, Shaggy and their pals solve spooky mysteries in a hamlet bedeviled by supernatural bedlam."
3148,Movie,Talaash,Reema Kagti,Aamir Khan,India,"December 15, 2019",2012,TV-14,140 min,Dramas,"Set in the jumbled landscape of Mumbai, this mystery drama centers on a police inspector who's trying to cope with the collapse of his marriage."
3149,TV Show,What's New Scooby-Doo?,Unspecified,Frank Welker,United States,"December 15, 2019",2005,TV-Y7,3 Seasons,Kids' TV,Scooby-Doo and the gang enter the 21st century with this updated edition of the original series with more ghoulish mysteries to solve.
3150,Movie,Zindagi Na Milegi Dobara,Zoya Akhtar,Hrithik Roshan,India,"December 15, 2019",2011,TV-14,154 min,Comedies,Three friends on an adventurous road trip/bachelor party in Spain learn some lessons about themselves and each other that will change them forever.
3151,Movie,6 Underground,Michael Bay,Ryan Reynolds,United States,"December 13, 2019",2019,R,129 min,Action & Adventure,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator."
3152,Movie,A Trip to Jamaica,Robert O. Peters,Ayo Makun,Nigeria,"December 13, 2019",2016,TV-MA,99 min,Comedies,A newly engaged couple's romantic vacation in Jamaica turns into a mischievous adventure that tests their union in wild and unexpected ways.
3153,Movie,My Wife and I,Bunmi Ajakaiye,Ramsey Nouah,South Africa,"December 13, 2019",2017,TV-MA,100 min,Comedies,"When a couple leaning toward divorce meets with a pastor for counseling, an unexpected development shakes up their marriage."
3154,Movie,Okafor's Law,Omoni Oboli,Unknown,Nigeria,"December 13, 2019",2016,TV-14,110 min,Comedies,An unapologetic lothario sets out to seduce three ex-flames – but gets an unexpected education in love along the way.
3155,Movie,Seven and a half dates,Biodun Stephen,Mercy Johnson,United States,"December 13, 2019",2018,TV-14,107 min,Dramas,"Engrossed in her career, a young woman reluctantly yields to her father's plan to set her up on 10 dates to find a suitable husband."
3156,Movie,The 9th Precinct,Ding-Lin Wang,Roy Chiu,Taiwan,"December 13, 2019",2019,TV-MA,95 min,International Movies,An idealistic cop joins an underground police unit and battles ghoulish forces threatening the balance between the human and the supernatural realms.
3157,Movie,Zero Hour,Robert O. Peters,Richard Mofe-Damijo,United States,"December 13, 2019",2018,TV-MA,89 min,International Movies,"After his father passes, the heir to a retail empire returns to take over the family business but faces a controversy involving laundering and murder."
3158,Movie,Jack Whitehall: Christmas with My Father,Richard van't Riet,Jack Whitehall,United Kingdom,"December 12, 2019",2019,TV-MA,65 min,Stand-Up Comedy,"Jack Whitehall invites his notoriously stuffy father onstage in London's West End for a Christmas comedy extravaganza, complete with celebrity guests."
3159,Movie,The Sky Is Pink,Shonali Bose,Rohit Saraf,"India, United Kingdom, Canada, United States","December 11, 2019",2019,TV-MA,143 min,Dramas,"After succumbing to her terminal illness, a teenager posthumously narrates her parents’ tenacious relationship in this drama based on a true story."
3160,Movie,Good and Prosperous,Sameh Abdulaziz,Ali Rabee,Egypt,"December 10, 2019",2017,TV-14,101 min,Comedies,"As two jobless brothers search aimlessly for careers worthy of their hard-to-please mother’s praise, they cluelessly tackle countless gigs."
3161,Movie,Michelle Wolf: Joke Show,Lance Bangs,Michelle Wolf,United States,"December 10, 2019",2019,TV-MA,60 min,Stand-Up Comedy,"Comedian Michelle Wolf takes on outrage culture, massages, childbirth, feminism and much more (like otters) in a stand-up special from New York City."
3162,Movie,A Family Reunion Christmas,Robbie Countryman,Loretta Devine,United States,"December 9, 2019",2019,TV-PG,29 min,Children & Family Movies,M'Dear and her sisters struggle to keep their singing act together before a church Christmas pageant while Grandpa teaches the kids a valuable lesson.
3163,Movie,It Comes at Night,Trey Edward Shults,Joel Edgerton,United States,"December 9, 2019",2017,R,92 min,Horror Movies,"As danger stalks the world outside his isolated home, an overprotective father faces a tough decision when another family shows up seeking help."
3164,Movie,Saaho,Sujeeth,Prabhas,India,"December 8, 2019",2019,TV-14,172 min,Action & Adventure,"In a fictional megalopolis, a stunning underworld theft triggers a fierce power struggle among the gangsters, with an enigmatic cop on their trail."
3165,Movie,Nothing to Lose 2,Alexandre Avancini,Petrônio Gontijo,Brazil,"December 7, 2019",2019,PG-13,97 min,Dramas,"As controversy surrounds the evangelical church he helped found, Edir Macedo must juggle betrayals, politics and personal loss in this biopic sequel."
3166,TV Show,Astronomy Club: The Sketch Show,Unspecified,Shawtane Bowen,United States,"December 6, 2019",2019,TV-MA,1 Season,TV Comedies,"With unique individual perspectives that converge into a unified voice, sketch comedy group Astronomy Club delivers a smart and absurd brand of humor."
3167,Movie,Banana Island Ghost,BB Sasore,Chigul,Nigeria,"December 6, 2019",2017,TV-14,108 min,Comedies,"Searching for a soul mate, a ghost negotiates with God for three more days on Earth to find love, then meets a woman in need of help herself."
3168,Movie,Celebrity Marriage,Pascal Amanfo,Kanayo O. Kanayo,United States,"December 6, 2019",2017,TV-14,107 min,Dramas,A successful actress with an abusive husband confides in friends who have troubling relationship issues of their own.
3169,TV Show,Fuller House,Unspecified,Candace Cameron Bure,United States,"December 6, 2019",2020,TV-PG,5 Seasons,TV Comedies,The Tanner family’s adventures continue as DJ Tanner-Fuller shares a home with her sister Stephanie and friend Kimmy who help raise her three boys.
3170,Movie,Marriage Story,Noah Baumbach,Scarlett Johansson,"United Kingdom, United States","December 6, 2019",2019,R,137 min,Dramas,Academy Award-nominated filmmaker Noah Baumbach directs this incisive and compassionate look at a marriage coming apart and a family staying together.
3171,Movie,No Game No Life: Zero,Atsuko Ishizuka,Yoshitsugu Matsuoka,Japan,"December 6, 2019",2017,TV-MA,106 min,Action & Adventure,"In ancient Disboard, a young warrior befriends an ex machina and embarks on a harrowing mission to stop a global war and save humanity from extinction."
3172,Movie,Slow Country,Eric Aghimien,Ivie Okujaye,Nigeria,"December 6, 2019",2017,TV-MA,115 min,Dramas,"Desperate to leave a life of prostitution, a teenage mother attempts to outsmart her ruthless boss who is determined to keep his prized asset."
3173,Movie,Spirit Riding Free: Spirit of Christmas,Unspecified,Amber Frank,United States,"December 6, 2019",2019,TV-Y7,46 min,Children & Family Movies,Lucky and friends must figure out how to get home in time for Christmas when a falling boulder – and a serious snowstorm – derail their travel plans.
3174,TV Show,Teasing Master Takagi-san,Unspecified,Rie Takahashi,Japan,"December 6, 2019",2019,TV-PG,1 Season,Anime Series,"Teased constantly by classmate Takagi-san, middle-schooler Nishikata swears payback by trying (and failing) to give her a dose of her own medicine."
3175,TV Show,The Chosen One,Michel Tikhomiroff,Paloma Bernardi,Brazil,"December 6, 2019",2019,TV-MA,2 Seasons,International TV Shows,"Determined to bring a Zika vaccine to the remote Pantanal, three doctors clash with a faith healer and are pulled deeper into the mysteries of his cult."
3176,TV Show,The Confession Killer,Robert Kenner,Unknown,United States,"December 6, 2019",2019,TV-14,1 Season,Crime TV Shows,Henry Lee Lucas rose to infamy when he confessed to hundreds of unsolved murders. This docuseries examines the truth – and horrifying consequences.
3177,TV Show,Three Days of Christmas,Unspecified,Victoria Abril,Spain,"December 6, 2019",2019,TV-MA,1 Season,International TV Shows,"Four sisters deal with family drama and secrets throughout three different time periods, all occurring on Christmas Day."
3178,TV Show,Triad Princess,Unspecified,Eugenie Liu,United States,"December 6, 2019",2019,TV-MA,1 Season,Crime TV Shows,"After jostling her way into a gig as a celebrity bodyguard, the boisterous daughter of a powerful triad boss shakes up a TV star's life and finds love."
3179,Movie,Wives on Strike,Omoni Oboli,Omoni Oboli,Nigeria,"December 6, 2019",2016,TV-14,92 min,Comedies,"A group of local women band together to save a terrified young girl from marriage, launching a hilarious strike against their frustrated husbands."
3180,Movie,Wives on Strike: The Revolution,Omoni Oboli,Uche Jumbo,"United Kingdom, Nigeria","December 6, 2019",2017,TV-PG,93 min,Comedies,"After a woman is severely beaten at home, her strong-willed friends take a stand against their husbands to seek justice for domestic abuse victims."
3181,Movie,A Christmas Prince: The Royal Baby,John Schultz,Rose McIver,United States,"December 5, 2019",2019,TV-PG,85 min,Children & Family Movies,"Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must save her family and kingdom by unwrapping a monarchy mystery."
3182,Movie,The Irishman: In Conversation,Unspecified,Martin Scorsese,United States,"December 5, 2019",2019,TV-MA,24 min,Documentaries,"Join director Martin Scorsese as he sits down with stars Robert De Niro, Al Pacino and Joe Pesci for an intimate, intriguing look inside ""The Irishman."""
3183,TV Show,V Wars,Unspecified,Ian Somerhalder,United States,"December 5, 2019",2019,TV-MA,1 Season,TV Action & Adventure,A fast-spreading disease that turns victims into blood-sucking fiends pits two best friends against each other in a fight for humanity's future.
3184,TV Show,The Last O.G.,Unspecified,Tracy Morgan,United States,"December 4, 2019",2019,TV-MA,2 Seasons,TV Comedies,"After 15 years behind bars, a kindhearted ex-drug dealer returns to Brooklyn looking for a fresh start, only to discover things have changed. A lot."
3185,TV Show,The Prince of Tennis ~ Match! Tennis Juniors ~,Unspecified,Peng Yuchang,China,"December 4, 2019",2019,TV-PG,1 Season,International TV Shows,A tennis whiz beats the odds to excel on the court while juggling school and inspiring teammates. Based on the hit manga series by Takeshi Konomi.
3186,TV Show,The Road to Love,Unspecified,Katherine Escobar Farfan,Colombia,"December 4, 2019",2019,TV-14,1 Season,International TV Shows,"After an argument with her dad, a young woman from a family of macho truck drivers is kicked out of the home and must make her own success as a trucker."
3187,Movie,Tiffany Haddish: Black Mitzvah,Linda Mendoza,Tiffany Haddish,United States,"December 3, 2019",2019,TV-MA,56 min,Stand-Up Comedy,"On her 40th birthday, Tiffany Haddish drops a bombastic special studded with singing, dancing and raunchy reflections on her long road to womanhood."
3188,TV Show,Nightflyers,Unspecified,Eoin Macken,United States,"December 2, 2019",2018,TV-MA,1 Season,TV Horror,"With humankind's future at stake, a group of scientists and a powerful telepath venture into the void aboard a spaceship full of secrets."
3189,Movie,A Cinderella Story: Christmas Wish,Michelle Johnston,Laura Marano,United States,"December 1, 2019",2019,PG,86 min,Children & Family Movies,"Despite her vain stepmother and mean stepsisters, an aspiring singer works as an elf at a Christmas tree lot and finds her own holiday miracle."
3190,Movie,Baby Dolls,Vijay Kumar Arora,Nirmal Rishi,India,"December 1, 2019",2019,TV-PG,127 min,Comedies,"When two sisters travel from Canada to Punjab to visit their maternal family, they discover an opportunity to mend a broken bond with their grandmother."
3191,Movie,Cut Bank,Matt Shakman,Liam Hemsworth,United States,"December 1, 2019",2014,R,93 min,Dramas,A small-town dreamer is sure he's landed on a gold mine after accidentally filming a murder but is sucked into a violent tale of greed and deception.
3192,Movie,Dead Kids,Mikhail Red,Khalil Ramos,"Philippines, United States","December 1, 2019",2019,TV-MA,94 min,Dramas,A socially awkward teen bonds with a group of misfits who plot to abduct the school's arrogant rich kid – until their kidnapping scheme turns deadly.
3193,TV Show,Eastsiders,Unspecified,Kit Williamson,United States,"December 1, 2019",2018,TV-MA,4 Seasons,TV Comedies,Cal turns to his friends for help through a hilariously dark time when he discovers that his partner Thom's been cheating on him.
3194,Movie,High End Yaariyan,Pankaj Batra,Ninja,India,"December 1, 2019",2019,TV-14,120 min,Comedies,"From romantic pursuits to their friendship, a trio of young men navigate the complexities of relationships while sharing a London apartment."
3195,Movie,Iron Fists and Kung-Fu Kicks,Serge Ou,Unknown,Australia,"December 1, 2019",2019,TV-MA,108 min,Documentaries,This documentary examines the influence of Hong Kong's martial arts cinema on filmmaking from the Shaw Brothers to modern-day Hollywood blockbusters.
3196,Movie,Jindua,Navaniat Singh,Jimmy Shergill,India,"December 1, 2019",2017,TV-14,135 min,Dramas,An Indian man in Canada marries a local citizen to legalize his immigration status. The only problem? His girlfriend isn't thrilled about his new wife.
3197,Movie,Lakeeran,Unspecified,Harman Virk,India,"December 1, 2019",2016,TV-PG,111 min,Dramas,"Guilt-ridden over his involvement in a fatal car accident, a young ex-pat returns to Punjab, falling for a woman who carries traumas of her own."
3198,Movie,Mahi NRI,Gaurav Bavdankar,Harrdy Sandhu,United Kingdom,"December 1, 2019",2017,TV-14,134 min,Comedies,"A Punjabi man attempts to build a life in London in hopes of impressing his girlfriend’s mother, who insists her daughter marry a man outside of India."
3199,Movie,Qismat,Jagdeep Sidhu,Ammy Virk,India,"December 1, 2019",2018,TV-PG,137 min,Dramas,"A young villager moves to Chandigarh and falls for his bubbly neighbor, but their love story is affected by several heartbreaking twists of fate."
3200,TV Show,Space Jungle,Unspecified,Kim Min-hee,United States,"December 1, 2019",2016,TV-Y,2 Seasons,Kids' TV,"A broken spaceship strands four very tiny aliens on Earth, where they discover an adventure (and strange dangers!) that they never expected."
3201,Movie,Tee Shot: Ariya Jutanugarn,Tanawat Aiemjinda,Krissiri Sukhsvasti,Thailand,"December 1, 2019",2019,TV-14,103 min,Children & Family Movies,"This biopic follows pro golfer Ariya Jutanugarn's journey to the LPGA tour, from child prodigy to her number-one ranking in the world."
3202,Movie,Thug Life,Mukesh Vohra,Harish Verma,India,"December 1, 2019",2017,TV-14,133 min,Comedies,A get-rich-quick scheme goes awry when a group of friends stumbles onto a dangerous conspiracy and wind up getting mistaken for the bad guys.
3203,Movie,Wandering Stars,Syrine Boulanouar,Nekfeu,France,"December 1, 2019",2019,TV-MA,95 min,Documentaries,"Navigating creative pressures and personal upsets, French rapper Nekfeu sets out on a global quest for musical inspiration in this documentary."
3204,Movie,Why Me?,Tudor Giurgiu,Emilian Oprea,"Romania, Bulgaria, Hungary","December 1, 2019",2015,TV-MA,126 min,Dramas,A young prosecutor is assigned a career-making case involving a colleague but soon starts to question the motivations behind the charges.
3205,TV Show,Chocolate,Unspecified,Ha Ji-won,South Korea,"November 30, 2019",2019,TV-14,1 Season,International TV Shows,"Brought together by meaningful meals in the past and present, a doctor and a chef are reacquainted when they begin working at a hospice ward."
3206,Movie,Guatemala: Heart of the Mayan World,Luis Ara,Christian Morales,"Uruguay, Guatemala","November 30, 2019",2019,TV-G,67 min,Documentaries,"From Sierra de las Minas to Esquipulas, explore Guatemala's cultural and geological wealth, including ancient Mayan cities and other natural wonders."
3207,Movie,The Zoya Factor,Abhishek Sharma,Sonam Kapoor,India,"November 30, 2019",2019,TV-14,135 min,Comedies,"A goofy copywriter unwittingly convinces the Indian cricket team that she’s their lucky mascot, to the dismay of their superstition-shunning captain."
